time,loat_abmc_block,loat_abmc,loat_bmc,loat_adcl,spacer,z3_bmc,golem_tpa,golem_bmc,eldarica
157,96,96,83,87,92,96,79,80,58
158,96,96,83,87,92,96,79,80,58
159,96,96,83,87,92,96,79,80,58
160,96,96,83,87,92,96,79,80,58
161,96,96,83,87,92,96,79,80,58
162,96,96,83,87,92,96,79,80,58
163,96,96,83,87,92,96,79,80,58
164,96,96,83,87,92,96,79,80,58
165,96,97,83,87,92,96,79,80,58
166,96,97,83,87,92,96,79,80,58
167,96,97,83,87,92,96,79,80,58
168,96,97,83,87,92,96,79,80,58
169,97,97,83,87,92,96,79,80,58
170,97,97,83,87,92,96,79,80,58
171,97,97,83,87,92,96,79,80,58
172,97,97,83,87,92,96,79,80,58
173,97,97,83,87,92,96,79,80,58
174,97,97,83,87,92,96,79,80,58
175,97,97,83,87,92,96,79,80,58
176,97,97,84,87,92,96,79,80,58
177,97,97,84,87,92,96,79,80,58
178,97,97,84,87,92,96,79,80,58
179,97,97,84,87,92,96,79,80,58
180,97,97,84,87,92,96,79,80,58
181,97,97,84,87,92,96,79,80,58
182,97,97,84,87,92,96,79,80,58
183,97,97,84,87,92,96,79,80,58
184,97,97,84,87,92,96,79,80,58
185,97,97,84,87,92,96,79,80,58
186,97,97,84,87,92,96,79,80,58
187,98,97,84,87,92,96,79,80,58
188,98,98,84,87,92,96,79,80,58
189,98,98,84,87,92,96,79,80,58
190,98,98,84,87,92,96,79,80,58
191,98,98,84,87,92,96,79,80,58
192,98,98,84,87,92,96,79,80,58
193,98,98,84,87,92,96,79,80,58
194,98,98,84,87,92,96,79,80,58
195,98,98,84,87,92,96,79,80,58
196,98,98,84,87,92,96,79,80,58
197,98,98,84,87,92,96,79,80,58
198,98,98,84,87,92,96,79,80,58
199,98,98,84,87,92,96,79,80,58
200,98,98,84,87,92,96,79,80,58
201,98,98,84,87,92,96,79,80,58
202,98,98,84,87,92,96,79,80,58
203,98,98,84,87,92,96,79,80,58
204,98,98,84,87,92,96,80,80,58
205,98,98,84,87,92,96,80,80,58
206,98,98,84,87,92,96,80,80,58
207,99,99,84,87,92,96,80,80,58
208,99,99,84,87,92,96,80,80,58
209,99,99,84,87,92,96,80,80,58
210,99,99,84,87,92,96,80,80,58
211,99,99,84,87,92,96,80,80,58
212,99,99,84,87,92,96,80,80,58
213,99,99,84,87,92,96,80,80,59
214,99,99,84,87,92,96,80,80,59
215,99,99,84,87,92,96,80,80,59
216,99,99,84,87,92,96,80,80,59
217,99,99,84,87,92,96,80,80,59
218,99,99,84,87,93,96,80,80,59
219,99,99,84,87,93,96,80,80,59
220,99,99,84,87,93,96,80,80,59
221,99,99,84,87,93,96,80,80,59
222,99,99,84,87,93,96,80,80,59
223,99,99,84,87,93,96,80,80,59
224,99,99,84,87,93,96,80,80,59
225,99,99,84,87,93,96,82,80,59
226,99,99,84,87,93,96,82,80,59
227,99,99,84,87,93,96,82,80,59
228,99,99,84,87,93,96,82,80,59
229,99,99,84,87,93,96,82,80,59
230,99,99,84,87,93,96,82,80,59
231,99,99,85,87,93,96,82,80,59
232,99,99,85,87,93,96,82,80,59
233,99,99,85,87,93,96,82,80,59
234,99,99,85,87,93,96,82,80,59
235,99,99,85,87,93,97,82,80,59
236,99,99,85,87,93,97,82,80,59
237,99,99,85,87,93,97,82,80,59
238,99,99,85,87,93,97,82,80,59
239,99,99,85,87,93,97,82,80,59
240,99,99,85,87,94,97,82,80,59
241,99,99,85,87,94,97,82,80,59
242,99,99,85,87,94,97,82,80,59
243,99,99,85,87,94,97,82,80,59
244,99,99,85,87,94,97,82,80,59
245,99,99,85,87,94,97,82,80,59
246,99,99,85,87,94,97,82,80,59
247,99,99,85,87,94,97,82,80,59
248,99,99,85,87,94,97,82,80,59
249,99,99,85,87,94,97,82,80,59
250,99,99,85,87,94,97,82,80,59
251,99,99,85,87,94,97,83,80,59
252,99,99,85,87,94,97,83,80,59
253,99,99,85,87,94,97,83,80,59
254,99,99,85,87,94,97,83,80,59
255,99,99,85,87,94,97,83,80,59
256,99,99,85,87,94,97,83,80,59
257,99,99,85,87,94,97,83,80,59
258,99,99,85,87,94,97,83,80,59
259,99,99,85,87,94,97,83,80,59
260,99,99,85,87,94,97,83,80,59
261,99,99,85,87,94,97,83,80,59
262,99,99,85,87,94,97,83,80,59
263,99,99,85,87,94,97,83,80,59
264,99,99,85,87,94,97,83,80,59
265,99,99,85,87,94,97,83,80,59
266,99,99,85,87,94,97,83,80,59
267,99,99,85,87,94,97,83,80,59
268,99,99,85,87,94,97,83,80,59
269,99,99,85,87,94,97,83,80,59
270,99,99,85,87,94,97,84,80,59
271,99,99,85,87,94,97,84,80,59
272,99,99,85,87,94,97,84,80,59
273,99,99,85,87,94,97,84,80,59
274,99,99,85,87,94,97,84,80,59
275,99,99,85,87,94,97,84,80,59
276,99,99,85,87,94,97,84,80,59
277,99,99,85,87,94,97,84,80,59
278,99,99,85,87,95,97,84,80,59
279,99,99,85,88,95,97,84,80,59
280,99,99,85,88,95,97,84,80,59
281,99,99,85,88,95,97,84,80,59
282,100,99,85,88,95,97,84,80,59
283,100,99,85,88,95,97,84,80,59
284,100,99,85,88,95,97,84,80,59
285,100,99,85,88,95,97,84,80,59
286,100,99,85,88,95,97,84,80,59
287,100,99,85,88,95,97,84,80,59
288,100,100,85,88,95,97,84,80,59
289,100,100,85,88,95,97,84,80,59
290,100,100,85,88,95,97,84,80,59
291,100,100,85,88,95,97,84,80,59
292,100,100,85,88,95,97,84,80,59
293,100,100,85,88,95,97,84,80,59
294,100,100,85,88,95,97,84,80,59
295,100,100,85,88,95,97,84,80,59
296,100,100,85,88,95,97,84,80,59
297,100,100,85,88,95,97,84,80,59
298,100,100,85,88,95,97,84,80,59
299,100,100,85,88,95,97,84,80,59
